"slug","tipo","legislatura","url-json","url-arnet-json","url-xml","url-arnet-xml"
"info-base-06","Informação base",6,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c315a4a4a5449775447566e61584e7359585231636d45765357356d62334a7459574e6862304a686332565753563971633239754c6e523464413d3d&fich=InformacaoBaseVI_json.txt&Inline=true",,,
"info-base-07","Informação base",7,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c315a4a535355794d45786c5a326c7a6247463064584a684c306c755a6d39796257466a5957394359584e6c566b6c4a5832707a6232347564486830&fich=InformacaoBaseVII_json.txt&Inline=true",,,
"info-base-08","Informação base",8,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c315a4a53556b6c4d6a424d5a57647063327868644856795953394a626d5a76636d316859324676516d467a5a565a4a53556c66616e4e76626935306548513d&fich=InformacaoBaseVIII_json.txt&Inline=true",,,
"info-base-09","Informação base",9,"http://app.parlamento.pt/webutils/docs/doc.xml?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c306c594a5449775447566e61584e7359585231636d45765357356d62334a7459574e6862304a686332564a574335346257773d&fich=InformacaoBaseIX.xml&Inline=true",,,
"info-base-10","Informação base",10,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c31676c4d6a424d5a57647063327868644856795953394a626d5a76636d316859324676516d467a5a566866616e4e76626935306548513d&fich=InformacaoBaseX_json.txt&Inline=true",,,
"info-base-11","Informação base",11,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c31684a4a5449775447566e61584e7359585231636d45765357356d62334a7459574e6862304a686332565953563971633239754c6e523464413d3d&fich=InformacaoBaseXI_json.txt&Inline=true",,,
"info-base-12","Informação base",12,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c31684a535355794d45786c5a326c7a6247463064584a684c306c755a6d39796257466a5957394359584e6c57456c4a5832707a6232347564486830&fich=InformacaoBaseXII_json.txt&Inline=true",,,
"info-base-13","Informação base",13,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626d5a76636d3168773666446f32386c4d6a424359584e6c4c31684a53556b6c4d6a424d5a57647063327868644856795953394a626d5a76636d316859324676516d467a5a56684a53556c66616e4e76626935306548513d&fich=InformacaoBaseXIII_json.txt&Inline=true",,,
"intervencoes-02","Intervenções",2,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c6379394a535355794d45786c5a326c7a6247463064584a684c306c7564475679646d56755932396c63306c4a5832707a6232347564486830&fich=IntervencoesII_json.txt&Inline=true",,,
"intervencoes-04","Intervenções",4,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c6379394a566955794d45786c5a326c7a6247463064584a684c306c7564475679646d56755932396c63306c575832707a6232347564486830&fich=IntervencoesIV_json.txt&Inline=true",,,
"intervencoes-05","Intervenções",5,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c637939574a5449775447566e61584e7359585231636d4576535735305a584a325a57356a6232567a566c3971633239754c6e523464413d3d&fich=IntervencoesV_json.txt&Inline=true",,,
"intervencoes-06","Intervenções",6,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c63793957535355794d45786c5a326c7a6247463064584a684c306c7564475679646d56755932396c63315a4a5832707a6232347564486830&fich=IntervencoesVI_json.txt&Inline=true",,,
"intervencoes-07","Intervenções",7,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c6379395753556b6c4d6a424d5a57647063327868644856795953394a626e526c636e5a6c626d4e765a584e5753556c66616e4e76626935306548513d&fich=IntervencoesVII_json.txt&Inline=true",,,
"intervencoes-08","Intervenções",8,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c6379395753556c4a4a5449775447566e61584e7359585231636d4576535735305a584a325a57356a6232567a566b6c4a53563971633239754c6e523464413d3d&fich=IntervencoesVIII_json.txt&Inline=true",,,
"intervencoes-09","Intervenções",9,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c6379394a574355794d45786c5a326c7a6247463064584a684c306c7564475679646d56755932396c63306c595832707a6232347564486830&fich=IntervencoesIX_json.txt&Inline=true",,,
"intervencoes-10","Intervenções",10,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c637939594a5449775447566e61584e7359585231636d4576535735305a584a325a57356a6232567a57463971633239754c6e523464413d3d&fich=IntervencoesX_json.txt&Inline=true",,,
"intervencoes-11","Intervenções",11,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c63793959535355794d45786c5a326c7a6247463064584a684c306c7564475679646d56755932396c6331684a5832707a6232347564486830&fich=IntervencoesXI_json.txt&Inline=true",,,
"intervencoes-12","Intervenções",12,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c6379395953556b6c4d6a424d5a57647063327868644856795953394a626e526c636e5a6c626d4e765a584e5953556c66616e4e76626935306548513d&fich=IntervencoesXII_json.txt&Inline=true",,,
"intervencoes-13","Intervenções",13,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e52766379394a626e526c636e5a6c62734f6e7737566c6379395953556c4a4a5449775447566e61584e7359585231636d4576535735305a584a325a57356a6232567a57456c4a53563971633239754c6e523464413d3d&fich=IntervencoesXIII_json.txt&Inline=true",,,
"orgaocomposicao-cons","Composição dos Orgãos","Constituinte","http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c304e76626e4e3061585231615735305a533950636d646862304e766258427663326c6a595739446232357a5832707a6232347564486830&fich=OrgaoComposicaoCons_json.txt&Inline=true",,,
"orgaocomposicao-1a","Composição dos Orgãos",1,,"http://app.parlamento.pt/webutils/docs/doc.xml?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c306b6c4d6a424d5a576470633278686448567959533950636d646862304e766258427663326c6a5957394a515335346257773d&fich=OrgaoComposicaoIA.xml&Inline=true",,
"orgaocomposicao-1b","Composição dos Orgãos",1,,"http://app.parlamento.pt/webutils/docs/doc.xml?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c306b6c4d6a424d5a576470633278686448567959533950636d646862304e766258427663326c6a5957394a516935346257773d&fich=OrgaoComposicaoIB.xml&Inline=true",,
"orgaocomposicao-2","Composição dos Orgãos",2,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c306c4a4a5449775447566e61584e7359585231636d457654334a6e595739446232317762334e705932467653556c66616e4e76626935306548513d&fich=OrgaoComposicaoII_json.txt&Inline=true",,,
"orgaocomposicao-3","Composição dos Orgãos",3,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c306c4a535355794d45786c5a326c7a6247463064584a684c3039795a324676513239746347397a61574e6862306c4a53563971633239754c6e523464413d3d&fich=OrgaoComposicaoIII_json.txt&Inline=true",,,
"orgaocomposicao-4","Composição dos Orgãos",4,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c306c574a5449775447566e61584e7359585231636d457654334a6e595739446232317762334e705932467653565a66616e4e76626935306548513d&fich=OrgaoComposicaoIV_json.txt&Inline=true",,,
"orgaocomposicao-5","Composição dos Orgãos",5,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c31596c4d6a424d5a576470633278686448567959533950636d646862304e766258427663326c6a595739575832707a6232347564486830&fich=OrgaoComposicaoV_json.txt&Inline=true",,,
"orgaocomposicao-6","Composição dos Orgãos",6,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c315a4a4a5449775447566e61584e7359585231636d457654334a6e595739446232317762334e7059324676566b6c66616e4e76626935306548513d&fich=OrgaoComposicaoVI_json.txt&Inline=true",,,
"orgaocomposicao-7","Composição dos Orgãos",7,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c315a4a535355794d45786c5a326c7a6247463064584a684c3039795a324676513239746347397a61574e6862315a4a53563971633239754c6e523464413d3d&fich=OrgaoComposicaoVII_json.txt&Inline=true",,,
"orgaocomposicao-8","Composição dos Orgãos",8,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c315a4a53556b6c4d6a424d5a576470633278686448567959533950636d646862304e766258427663326c6a5957395753556c4a5832707a6232347564486830&fich=OrgaoComposicaoVIII_json.txt&Inline=true",,,
"orgaocomposicao-9","Composição dos Orgãos",9,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c306c594a5449775447566e61584e7359585231636d457654334a6e595739446232317762334e705932467653566866616e4e76626935306548513d&fich=OrgaoComposicaoIX_json.txt&Inline=true",,,
"orgaocomposicao-10","Composição dos Orgãos",10,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c31676c4d6a424d5a576470633278686448567959533950636d646862304e766258427663326c6a595739595832707a6232347564486830&fich=OrgaoComposicaoX_json.txt&Inline=true",,,
"orgaocomposicao-11","Composição dos Orgãos",11,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c31684a4a5449775447566e61584e7359585231636d457654334a6e595739446232317762334e705932467657456c66616e4e76626935306548513d&fich=OrgaoComposicaoXI_json.txt&Inline=true",,,
"orgaocomposicao-12","Composição dos Orgãos",12,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c31684a535355794d45786c5a326c7a6247463064584a684c3039795a324676513239746347397a61574e686231684a53563971633239754c6e523464413d3d&fich=OrgaoComposicaoXII_json.txt&Inline=true",,,
"orgaocomposicao-13","Composição dos Orgãos",13,"http://app.parlamento.pt/webutils/docs/doc.txt?path=6148523063446f764c324679626d56304c3239775a57356b595852684c3052685a47397a51574a6c636e5276637939446232317762334e70773666446f32386c4d6a426b5a5355794d4d4f54636d66446f32397a4c31684a53556b6c4d6a424d5a576470633278686448567959533950636d646862304e766258427663326c6a5957395953556c4a5832707a6232347564486830&fich=OrgaoComposicaoXIII_json.txt&Inline=true",,,
